"employee_id";"first_name";"middle_initial";"last_name";"birth_date";"gender";"city_id";"shop_id";"hire_date"
26;Sandra;F;Fox;"1980-08-24";M;17;29;"2023-02-28"
25;Donald;Q;Johnson;"1982-11-06";M;15;67;"2013-04-02"
24;Richard;Y;Gonzales;"1980-01-27";M;6;3;"2018-10-02"
23;Kevin;T;Moreno;"2004-06-05";F;14;38;"2020-08-23"
22;Karen;H;Dudley;"1973-05-04";M;21;17;"2017-10-09"
21;Dustin;Z;Brady;"1983-06-17";F;1;67;"2017-05-28"
20;Larry;F;Hamilton;"1977-11-25";F;3;11;"2015-10-25"
19;Annette;T;Ramos;"1968-07-31";M;18;44;"2023-09-18"
18;Keith;I;Wade;"1999-11-08";F;1;71;"2015-10-26"
17;Erin;N;Beard;"1972-05-13";M;6;23;"2021-05-22"
16;Luis;P;Lee;"1990-08-27";M;8;27;"2013-01-10"
15;Sean;A;Thompson;"2000-04-21";F;16;56;"2014-10-19"
14;Alison;J;Robinson;"1981-03-20";M;6;32;"2020-12-24"
13;Matthew;S;Ramsey;"1986-09-05";F;15;43;"2019-07-01"
12;Frank;X;Dawson;"1971-02-03";F;5;51;"2023-01-25"
11;Julia;U;Kim;"2000-05-19";F;4;22;"2023-01-24"
10;Roberto;H;Smith;"1997-03-30";M;17;19;"2021-09-11"
9;Douglas;T;Wilson;"1990-05-24";M;21;50;"2023-03-18"
8;Katrina;T;Rodgers;"1987-09-04";F;4;55;"2021-02-10"
7;Antonio;T;Peters;"1968-12-12";M;20;12;"2015-03-29"
6;Rebecca;P;Garcia;"1995-06-09";M;16;64;"2021-07-27"
5;Bridget;P;Williams;"1974-04-30";F;4;23;"2016-04-05"
4;Ashley;V;Bullock;"1998-05-01";F;6;5;"2013-11-06"
3;Amy;Y;Cabrera;"1970-11-10";M;4;36;"2017-02-23"
